year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
2010,12.429220196836383,11.050905878263567,Petrol,Individual,Manual,First Owner,18.6,1199,79.4
2008,11.156264806643742,11.51293546492023,Diesel,Individual,Manual,First Owner,16.8,1405,62.0
2019,13.444448325847754,7.1731917424865985,Petrol,Dealer,Manual,First Owner,17.8,1198,86.7
2018,13.815511557963774,8.3654396361887,Petrol,Trustmark Dealer,Manual,First Owner,17.1,1496,105.5
2018,13.815511557963774,8.56216655705897,Petrol,Trustmark Dealer,Manual,First Owner,17.1,1496,105.5
2018,13.73755009757506,10.073778699946109,Diesel,Trustmark Dealer,Manual,First Owner,28.09,1248,88.5
2016,13.217675375388819,10.941907417643346,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7
2018,12.971542813248437,9.71655538318449,Petrol,Trustmark Dealer,Manual,First Owner,20.51,998,67.04
2016,13.42246945133505,10.881851268608061,Petrol,Trustmark Dealer,Manual,Second Owner,17.8,1497,117.3
2017,13.25339339419516,10.137491911183083,Petrol,Trustmark Dealer,Manual,First Owner,21.01,1197,81.8
2017,13.652992804936396,10.88967741178995,Diesel,Trustmark Dealer,Manual,First Owner,24.3,1248,88.5
2019,13.565767608549109,8.858368636308018,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76
2018,13.369225017834633,8.699848026000312,Petrol,Dealer,Manual,First Owner,15.9,1496,120.69
2013,12.429220196836383,11.289794413577894,Diesel,Individual,Manual,First Owner,19.09,1405,69.01
2018,14.038654909278163,9.392745258631441,Diesel,Individual,Manual,First Owner,19.6,1461,108.45
2017,13.527829818844937,10.596659732783579,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73
2010,12.676079399771027,11.775297421715827,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0
2018,13.815511557963774,10.596659732783579,Diesel,Individual,Manual,First Owner,28.09,1248,88.5
2000,11.608244735642321,11.156264806643742,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0
2008,12.429220196836383,11.695255355062795,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0
2015,13.304686600863562,11.002116507732017,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2009,12.013706813470414,11.002116507732017,Petrol,Individual,Manual,First Owner,19.0,998,67.1
2004,11.678448377988165,11.002116507732017,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2016,13.45883704259595,11.264476926102367,Diesel,Individual,Manual,First Owner,27.39,1248,74.0
2013,13.279368835614243,11.289794413577894,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8
2006,11.695255355062795,11.695255355062795,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3
2003,11.082157933374816,11.407576060361786,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0
2006,11.918397239722838,11.51293546492023,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2009,11.918397239722838,11.156264806643742,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3
2004,12.04355959836804,11.982935344196433,Diesel,Individual,Manual,Third Owner,13.1,1493,82.0
2005,11.51293546492023,11.51293546492023,Diesel,Individual,Manual,Third Owner,13.1,1493,82.0
2013,13.303018546545275,11.002116507732017,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76
2016,13.25339339419516,11.407576060361786,Petrol,Individual,Manual,First Owner,20.4,1197,81.8
2013,12.994532278619134,11.225256725762893,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9
2015,12.611541086966115,11.180497041106037,Petrol,Individual,Automatic,Second Owner,19.34,1198,76.0
2016,13.399996629152975,10.915106645867503,Diesel,Individual,Manual,First Owner,26.59,1248,74.0
2012,12.45293662970407,11.407576060361786,Petrol,Individual,Manual,Second Owner,15.3,1596,99.6
2018,12.92391243868049,10.463131911491967,Petrol,Individual,Manual,First Owner,23.01,999,67.0
2011,12.429220196836383,11.51293546492023,LPG,Individual,Manual,Second Owner,13.45,1086,62.1
2014,12.154784614286667,11.002116507732017,Petrol,Individual,Manual,First Owner,19.0,998,67.1
2011,12.206077645517674,11.34239808265898,Diesel,Individual,Manual,First Owner,23.57,1396,70.0
2010,12.07254696717504,11.002116507732017,Diesel,Individual,Manual,First Owner,18.0,1248,75.0
2008,12.278397958261774,11.156264806643742,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9
2013,13.161586013632684,11.744045122410057,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45
2015,12.560247968016562,11.156264806643742,Diesel,Individual,Manual,First Owner,19.1,1405,70.0
2017,13.399996629152975,11.314486721293981,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2004,10.357901542376156,11.608244735642321,Petrol,Individual,Manual,Third Owner,16.1,796,37.0
2015,13.151924121391561,10.714439990727769,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14
2012,12.59473402514672,11.156264806643742,Diesel,Individual,Manual,Second Owner,21.64,1461,84.8
2015,13.45883704259595,11.289794413577894,Diesel,Individual,Manual,Second Owner,20.45,1461,83.8
2017,12.611541086966115,11.002116507732017,Petrol,Individual,Manual,First Owner,20.3,998,68.05
2013,13.017005083966255,10.640675541671662,Petrol,Individual,Manual,First Owner,18.6,1197,85.8
2017,13.45883704259595,10.819798284210286,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02
2012,12.429220196836383,10.596659732783579,Diesel,Individual,Manual,First Owner,20.0,1399,68.0
2009,11.849404844423074,11.472113887062386,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0
2011,12.25486757159303,11.608244735642321,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05
2014,12.948012371209098,11.51293546492023,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6
2007,11.775297421715827,11.39302644219128,Petrol,Individual,Manual,Third Owner,19.7,796,46.3
2012,12.676079399771027,11.156264806643742,Petrol,Individual,Manual,Second Owner,16.95,1498,97.7
2010,12.206077645517674,11.608244735642321,Petrol,Individual,Manual,Second Owner,17.3,1061,64.0
2016,12.644330802262578,9.61587214452889,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2012,12.206077645517674,11.289794413577894,Diesel,Individual,Manual,Second Owner,20.8,1461,65.0
2014,12.765691290604371,10.819798284210286,Petrol,Individual,Manual,First Owner,18.5,1197,85.8
2018,13.003582093664077,9.61587214452889,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2017,12.611541086966115,10.12667110305036,Petrol,Individual,Manual,First Owner,22.7,799,53.64
2011,12.323860125621126,10.950824090522445,Diesel,Individual,Manual,Second Owner,21.0,1461,64.1
2013,12.468440756144114,10.165890277802454,Petrol,Individual,Manual,First Owner,15.37,1196,73.0
2015,12.834683971615659,11.982935344196433,Diesel,Individual,Manual,First Owner,24.4,1120,71.01
2013,12.468440756144114,10.165890277802454,Petrol,Individual,Manual,First Owner,15.37,1196,73.0
2010,11.918397239722838,11.695255355062795,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2014,11.608244735642321,10.819798284210286,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2012,12.323860125621126,10.596659732783579,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2017,13.664688831019712,10.239995502805316,Petrol,Individual,Manual,First Owner,17.8,1497,117.3
2018,13.384729180332174,10.819798284210286,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2014,13.384729180332174,11.407576060361786,Diesel,Individual,Manual,First Owner,20.77,1248,88.8
2016,13.47302165746721,10.596659732783579,Diesel,Individual,Manual,First Owner,24.8,1396,88.7
2017,12.971542813248437,11.635151947212842,Diesel,Individual,Manual,First Owner,25.83,1498,99.0
2011,12.628070334272698,12.144202560946876,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0
2011,12.301387370778713,11.51293546492023,Diesel,Individual,Manual,First Owner,20.0,1399,68.0
2017,13.399996629152975,11.112462823634855,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0
2011,11.849404844423074,11.156264806643742,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936,57.6
2017,13.345508528717259,10.434145214930487,Diesel,Individual,Automatic,First Owner,22.0,1498,108.495
2004,12.19602736016897,11.608244735642321,Petrol,Individual,Manual,Third Owner,12.8,1493,100.0
2005,11.775297421715827,11.849404844423074,Petrol,Individual,Manual,Second Owner,18.9,998,67.1
2012,13.199326270390594,11.51293546492023,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3
2017,13.217675375388819,9.210440366976517,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86
2018,13.07107218827772,10.308985993422082,Petrol,Individual,Manual,First Owner,21.63,998,67.04
2018,13.199326270390594,8.853808274977197,Petrol,Dealer,Manual,First Owner,20.3,1086,68.0
2019,13.091904169919621,8.492080490601163,Petrol,Dealer,Manual,First Owner,21.63,998,67.04
2018,13.76421831620775,10.976987140389163,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5
2015,12.807655372286902,11.561725152903833,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0
2017,13.732128949025222,10.194925064489325,Diesel,Dealer,Manual,First Owner,21.5,1497,108.5
2019,13.887832149776026,10.043292972227004,Diesel,Dealer,Manual,First Owner,17.3,1497,121.0
2017,13.304686600863562,10.107366731668879,Petrol,Dealer,Manual,First Owner,20.4,1197,81.8
2016,13.639967177343745,11.050905878263567,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5
2019,13.361381852676738,7.601402334583733,Petrol,Dealer,Manual,First Owner,16.2,1199,74.0
2011,12.100717685412471,12.154784614286667,Diesel,Individual,Manual,Third Owner,19.2,1461,65.0
2015,13.384729180332174,11.289794413577894,Diesel,Individual,Manual,First Owner,26.0,1498,98.6
2011,12.765691290604371,11.289794413577894,Petrol,Individual,Manual,Second Owner,16.0,1198,90.0
2015,12.487488878546145,10.896757843893464,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2018,12.706850963741102,10.308985993422082,Petrol,Individual,Manual,First Owner,23.01,999,67.0
2019,12.886643575525625,8.517393171418904,Petrol,Individual,Manual,First Owner,15.37,1196,73.0
2015,13.45883704259595,10.984377049549666,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2012,12.611541086966115,11.407576060361786,Diesel,Individual,Manual,First Owner,20.0,1399,68.0
2013,13.345508528717259,11.982935344196433,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76
2014,12.959846800844963,11.289794413577894,Diesel,Individual,Manual,Second Owner,15.11,1598,103.6
2004,10.915106645867503,10.819798284210286,Petrol,Individual,Manual,Third Owner,16.1,796,37.0
2015,12.429220196836383,11.289794413577894,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01
2014,12.611541086966115,10.819798284210286,Petrol,Individual,Manual,First Owner,18.2,1199,82.4
2018,13.76421831620775,10.226331631955956,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59
2015,13.122365377402328,10.968215530759236,Petrol,Individual,Manual,First Owner,17.19,1197,81.86
2012,12.765691290604371,10.819798284210286,Petrol,Individual,Manual,First Owner,16.95,1498,97.7
2017,13.217675375388819,10.596659732783579,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8
2018,13.652992804936396,8.962007209588313,Petrol,Individual,Manual,First Owner,17.5,1199,88.7
2016,12.388398368982115,10.819798284210286,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2015,12.955129822091815,11.002116507732017,Petrol,Individual,Manual,Second Owner,16.02,1373,93.7
2005,11.407576060361786,11.211833885608513,Petrol,Individual,Manual,Second Owner,12.8,1396,85.0
2011,12.04355959836804,11.156264806643742,Petrol,Individual,Manual,Third Owner,19.0,998,66.1
2015,13.017005083966255,11.156264806643742,Petrol,Individual,Manual,First Owner,18.16,1196,86.8
2009,11.918397239722838,11.608244735642321,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9
2016,13.144126826131089,11.289794413577894,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2018,13.652992804936396,10.985309671896763,Diesel,Individual,Manual,First Owner,24.2,1498,93.87
2018,12.429220196836383,11.608244735642321,Diesel,Individual,Manual,First Owner,25.0,1396,69.0
2020,12.948012371209098,10.12667110305036,Petrol,Individual,Manual,First Owner,21.63,998,67.04
2014,12.100717685412471,10.915106645867503,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2015,12.899222326086994,10.12667110305036,Diesel,Individual,Manual,First Owner,27.62,793,47.0
2016,13.122365377402328,11.872004516724523,Diesel,Individual,Manual,First Owner,25.83,1498,99.0
2012,12.230765258120545,11.695255355062795,Diesel,Individual,Manual,First Owner,23.08,1461,63.1
2014,13.038981768465277,11.884495917930655,Diesel,Individual,Manual,Second Owner,26.21,1248,88.5
2017,13.304686600863562,10.308985993422082,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2019,13.279368835614243,8.987321812850125,Petrol,Individual,Manual,First Owner,18.9,1197,81.86
2013,13.171155446333852,11.51293546492023,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2012,11.982935344196433,11.034905792929415,Petrol,Individual,Manual,First Owner,14.0,796,35.0
2002,11.082157933374816,11.289794413577894,Petrol,Individual,Manual,Second Owner,17.3,993,60.0
2013,13.217675375388819,11.51293546492023,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2019,13.527829818844937,10.085850775128717,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2017,12.847929163278053,11.289794413577894,Diesel,Individual,Manual,First Owner,25.32,1198,77.0
2003,10.819798284210286,11.898194668458823,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1
2017,13.527829818844937,11.002116507732017,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2011,11.918397239722838,11.289794413577894,Petrol,Individual,Manual,First Owner,18.0,995,62.0
2016,12.409017571151187,10.819798284210286,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2013,12.468440756144114,12.149507585033072,Diesel,Individual,Manual,First Owner,21.02,1248,88.76
2014,12.926350926565435,11.407576060361786,Diesel,Individual,Automatic,Second Owner,21.21,1498,103.2
2014,13.017005083966255,10.933124826700707,Diesel,Individual,Manual,First Owner,21.9,1396,88.76
2016,12.768544351446794,11.002116507732017,Petrol,Individual,Manual,First Owner,23.1,998,67.04
2013,12.468440756144114,12.149507585033072,Diesel,Individual,Manual,First Owner,21.02,1248,88.76
2014,12.926350926565435,11.407576060361786,Diesel,Individual,Automatic,Second Owner,21.21,1498,103.2
2014,13.017005083966255,10.933124826700707,Diesel,Individual,Manual,First Owner,21.9,1396,88.76
2016,12.768544351446794,11.002116507732017,Petrol,Individual,Manual,First Owner,23.1,998,67.04
2016,13.527829818844937,10.463131911491967,Diesel,Individual,Manual,First Owner,20.45,1461,83.8
2015,13.592368256649284,10.463131911491967,Diesel,Individual,Manual,First Owner,20.45,1461,83.8
2013,12.206077645517674,11.407576060361786,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2008,11.918397239722838,11.002116507732017,Diesel,Individual,Manual,Third Owner,17.0,1405,70.0
2016,13.592368256649284,10.491301994830229,Diesel,Individual,Manual,First Owner,19.01,1461,108.5
2017,12.765691290604371,9.90353755128617,Petrol,Individual,Manual,Second Owner,21.1,814,55.2
2010,12.04355959836804,11.608244735642321,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0
2018,12.886643575525625,9.287394001418473,Petrol,Individual,Manual,First Owner,25.17,799,53.3
2019,13.122365377402328,9.61587214452889,Petrol,Individual,Manual,First Owner,20.89,1197,81.8
2012,12.206077645517674,11.119897691565697,Diesel,Individual,Manual,First Owner,12.2,1948,68.0
2016,12.899222326086994,10.819798284210286,Diesel,Individual,Manual,First Owner,25.32,1198,77.0
2016,13.384729180332174,11.51293546492023,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2012,12.449018824140563,10.308985993422082,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2011,12.100717685412471,11.002116507732017,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2015,12.506180941677357,10.817796321618971,Petrol,Individual,Manual,Second Owner,22.74,796,47.3
2012,12.644330802262578,11.362114203075018,Diesel,Individual,Manual,First Owner,21.12,1248,88.8
2015,12.323860125621126,11.1823498092948,Petrol,Individual,Manual,First Owner,20.63,1198,67.0
2015,12.611541086966115,11.461642696843066,Diesel,Individual,Manual,Third Owner,21.2,1248,75.0
2008,12.429220196836383,11.156264806643742,Petrol,Individual,Manual,Fourth & Above Owner,17.5,1298,85.8
2011,12.100717685412471,10.463131911491967,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2015,13.217675375388819,10.819798284210286,Petrol,Individual,Manual,First Owner,20.85,1197,83.14
2015,13.28787951079572,11.608244735642321,Diesel,Individual,Manual,First Owner,27.39,1248,74.0
2008,12.04355959836804,11.626263078808801,LPG,Individual,Manual,Second Owner,17.3,1061,57.5
2016,13.07107218827772,11.608244735642321,Diesel,Individual,Manual,First Owner,23.2,1248,73.94
2018,13.45883704259595,10.275085591132715,Diesel,Individual,Manual,First Owner,24.0,1186,73.97
2011,12.837347081942964,11.002116507732017,Petrol,Individual,Manual,First Owner,18.9,998,67.1
2004,11.225256725762893,10.736418414365376,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0
2016,12.873904582205107,11.289794413577894,Petrol,Individual,Manual,First Owner,20.51,998,67.04
2010,12.04355959836804,11.225256725762893,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2010,12.278397958261774,11.695255355062795,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9
2010,12.765691290604371,11.608244735642321,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0
2009,11.289794413577894,11.289794413577894,Petrol,Individual,Manual,Fourth & Above Owner,18.0,995,62.0
2012,12.180759965737863,11.289794413577894,Petrol,Individual,Manual,Second Owner,21.1,814,55.2
2014,12.721888795877375,11.170449240431308,Diesel,Dealer,Manual,First Owner,21.64,1461,84.8
